Subsector,Sector,Public/private split,Organisation size,Tenure Status,Energy management ambition,Measure group,Subsector payback period (years),Subsector elec abatement (GWh/year),Subsector non-elec abatement (GWh/year),Type (automatic SAS variable - ignore),FREQ (automatic SAS variable - ignore),Elec abatement (kWh/year),Non-elec abatement (kWh/year),Capital cost (£)
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,None,Building fabric,12.3,14.9,148.1,0,4,22510.08158,2767976.454,"£1,483,142 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,None,Building instrumentation and control,4.2,27.6,135.6,0,2,0,2382224.216,"£657,171 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,None,Building services distribution systems,14.8,6.5,.,0,1,147657.4875,0,"£366,759 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,None,Carbon and Energy Management,2.6,74.3,125.4,0,3,1723948.581,3580668.035,"£812,043 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,None,Hot water,11.1,3.1,24.5,0,3,0,555039.9186,"£349,847 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,None,Lighting,3.4,100.6,.,0,4,1967421.209,0,"£1,058,904 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,None,Refrigeration,4.7,126.5,.,0,1,698437.3936,0,"£170,091 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,None,Small appliances,16.9,1.9,2.7,0,1,0,45630.8619,"£118,548 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,None,Space heating,12,22,174,0,3,0,2534535.903,"£1,990,841 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,,.,.,.,0,16,.,., .
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Air conditioning and cooling,16.9,7.5,.,0,14,1436751.547,0,"£2,299,719 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Building fabric,12.3,14.9,148.1,0,65,5403196.021,39766526.72,"£26,865,453 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Building instrumentation and control,4.2,27.6,135.6,0,33,7055630.294,28792598.36,"£7,177,600 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Building services distribution systems,14.8,6.5,.,0,9,746261.299,0,"£3,468,289 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Carbon and Energy Management,2.6,74.3,125.4,0,61,15765431.61,36081347,"£9,887,228 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Hot water,11.1,3.1,24.5,0,29,363143.9806,2640095.255,"£2,722,442 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Lighting,3.4,100.6,.,0,39,22182157.47,0,"£10,337,400 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Refrigeration,4.7,126.5,.,0,18,49695386.82,0,"£25,724,839 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Small appliances,16.9,1.9,2.7,0,9,127725.719,188728.1987,"£824,788 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Space heating,12,22,174,0,56,7637104.45,33192031.93,"£22,993,765 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Owned,Passive,Ventilation,9.2,31.9,1.4,0,26,9738740.13,591759.7388,"£11,222,407 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Rent,Passive,,.,.,.,0,2,.,., .
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Rent,Passive,Building fabric,12.3,14.9,148.1,0,8,0,8368417.383,"£2,642,286 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Rent,Passive,Building instrumentation and control,4.2,27.6,135.6,0,1,2267.022311,2532997.548,"£441,528 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Rent,Passive,Carbon and Energy Management,2.6,74.3,125.4,0,6,1081119.655,2346891.485,"£639,396 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Rent,Passive,Hot water,11.1,3.1,24.5,0,2,21168.72868,165393.7853,"£153,785 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Rent,Passive,Lighting,3.4,100.6,.,0,5,4334824.882,0,"£1,427,639 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Rent,Passive,Refrigeration,4.7,126.5,.,0,1,5345977.342,0,"£3,213,691 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Rent,Passive,Space heating,12,22,174,0,7,1809.29305,6516163.802,"£1,985,872 "
Clubs & community centres,"Community, Arts and Leisure",Private,Micro,Rent,Passive,Ventilation,9.2,31.9,1.4,0,2,1270.732459,0,"£50,998 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,,.,.,.,0,7,.,., .
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Air conditioning and cooling,16.9,7.5,.,0,3,177637.4127,0,"£160,233 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Building fabric,12.3,14.9,148.1,0,11,335124.9711,1251866.148,"£2,273,266 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Building instrumentation and control,4.2,27.6,135.6,0,15,2331038.136,4515267.963,"£1,826,427 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Building services distribution systems,14.8,6.5,.,0,1,300108.7471,0,"£226,663 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Carbon and Energy Management,2.6,74.3,125.4,0,11,4487451.881,4701689.523,"£532,984 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Hot water,11.1,3.1,24.5,0,6,883206.0621,2475809.484,"£660,384 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Lighting,3.4,100.6,.,0,15,4644254.713,0,"£1,605,662 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Refrigeration,4.7,126.5,.,0,4,2119328.42,0,"£947,563 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Small appliances,16.9,1.9,2.7,0,1,613576.6765,463735.5739,"£1,004,400 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Space heating,12,22,174,0,20,967308.5854,8238756.085,"£4,770,046 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Ventilation,9.2,31.9,1.4,0,22,2432395.404,85689.05008,"£3,595,606 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,,.,.,.,0,8,.,., .
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Building fabric,12.3,14.9,148.1,0,31,14271.45246,7713220.118,"£3,573,659 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Building instrumentation and control,4.2,27.6,135.6,0,17,13972.02333,7297325.895,"£2,185,552 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Building services distribution systems,14.8,6.5,.,0,5,476514.3725,0,"£906,743 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Carbon and Energy Management,2.6,74.3,125.4,0,37,1687426.275,7200842.444,"£2,407,015 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Hot water,11.1,3.1,24.5,0,17,2734.070614,1472170.549,"£673,518 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Lighting,3.4,100.6,.,0,19,2815631.827,0,"£1,649,209 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Refrigeration,4.7,126.5,.,0,12,376468.249,0,"£756,278 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Small appliances,16.9,1.9,2.7,0,5,2230.591511,110229.3385,"£185,321 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Space heating,12,22,174,0,30,0,9539702.195,"£6,066,198 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Ventilation,9.2,31.9,1.4,0,19,84492.01414,0,"£1,156,365 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,,.,.,.,0,14,.,., .
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Air conditioning and cooling,16.9,7.5,.,0,4,120010.3736,0,"£301,739 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Building fabric,12.3,14.9,148.1,0,37,316603.9339,8374669.2,"£5,211,334 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Building instrumentation and control,4.2,27.6,135.6,0,32,665047.0422,15921416.24,"£2,581,210 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Building services distribution systems,14.8,6.5,.,0,6,342154.1986,0,"£623,444 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Carbon and Energy Management,2.6,74.3,125.4,0,36,4004353.864,5721576.018,"£2,584,123 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Hot water,11.1,3.1,24.5,0,24,182405.6455,7205333.378,"£1,474,009 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Lighting,3.4,100.6,.,0,40,8858159.954,0,"£3,702,682 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Refrigeration,4.7,126.5,.,0,12,4605676.214,0,"£2,586,694 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Small appliances,16.9,1.9,2.7,0,6,110862.4076,346453.4164,"£409,825 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Space heating,12,22,174,0,41,787534.9041,11239681.56,"£9,979,458 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Ventilation,9.2,31.9,1.4,0,35,2920886.858,0,"£4,184,361 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,,.,.,.,0,11,.,., .
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Air conditioning and cooling,16.9,7.5,.,0,3,78599.8855,0,"£363,580 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Building fabric,12.3,14.9,148.1,0,31,441104.3977,8442071.669,"£5,399,261 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Building instrumentation and control,4.2,27.6,135.6,0,20,151509.8406,7097736.409,"£3,305,133 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Building services distribution systems,14.8,6.5,.,0,7,1055249.857,0,"£1,058,586 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Carbon and Energy Management,2.6,74.3,125.4,0,48,5396181.116,10448943.15,"£3,581,616 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Hot water,11.1,3.1,24.5,0,24,327167.3253,3292532.868,"£1,201,747 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Lighting,3.4,100.6,.,0,35,6767393.392,0,"£3,505,794 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Refrigeration,4.7,126.5,.,0,14,2141991.475,0,"£1,327,189 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Small appliances,16.9,1.9,2.7,0,7,102701.1438,258146.6669,"£395,643 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Space heating,12,22,174,0,40,368411.1359,12376298.52,"£9,547,834 "
Clubs & community centres,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Ventilation,9.2,31.9,1.4,0,33,1256175.49,84252.51502,"£4,840,945 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,,.,.,.,0,5,.,., .
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Air conditioning and cooling,16.9,7.5,.,0,8,525164.5679,0,"£742,261 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Building fabric,12.3,14.9,148.1,0,21,2140736.946,8924572.19,"£8,566,250 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Building instrumentation and control,4.2,27.6,135.6,0,10,4094859.824,6005477.438,"£1,702,964 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Building services distribution systems,14.8,6.5,.,0,2,826728.9737,0,"£2,486,819 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Carbon and Energy Management,2.6,74.3,125.4,0,12,5224420.146,9124436.247,"£1,381,024 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Hot water,11.1,3.1,24.5,0,6,46120.48193,94255.44746,"£298,362 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Lighting,3.4,100.6,.,0,10,8752085.575,0,"£2,888,064 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Refrigeration,4.7,126.5,.,0,4,11885367.25,0,"£5,591,264 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Small appliances,16.9,1.9,2.7,0,2,35235.78878,9748.04217,"£124,652 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Space heating,12,22,174,0,15,3391199.112,7206387.202,"£3,723,007 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Active,Ventilation,9.2,31.9,1.4,0,11,670156.7541,0,"£898,964 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,,.,.,.,0,2,.,., .
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Air conditioning and cooling,16.9,7.5,.,0,1,93550.69859,0,"£343,528 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Building fabric,12.3,14.9,148.1,0,8,1090257.804,4014343.921,"£4,044,048 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Building instrumentation and control,4.2,27.6,135.6,0,8,2388797.64,5173406.643,"£1,747,348 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Building services distribution systems,14.8,6.5,.,0,2,614493.0585,0,"£1,079,203 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Carbon and Energy Management,2.6,74.3,125.4,0,10,8272830.404,4008286.11,"£1,589,565 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Hot water,11.1,3.1,24.5,0,5,49617.59645,502109.5058,"£335,944 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Lighting,3.4,100.6,.,0,3,3148097.609,0,"£926,009 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Refrigeration,4.7,126.5,.,0,5,8094595.138,0,"£3,368,448 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Small appliances,16.9,1.9,2.7,0,8,84056.68335,67310.03639,"£619,488 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Space heating,12,22,174,0,7,1420554.951,5036024.861,"£1,838,782 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,None,Ventilation,9.2,31.9,1.4,0,5,134047.387,0,"£627,043 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,,.,.,.,0,4,.,., .
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Air conditioning and cooling,16.9,7.5,.,0,3,861344.168,0,"£1,105,730 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Building fabric,12.3,14.9,148.1,0,18,217368.7266,14855475.16,"£5,797,924 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Building instrumentation and control,4.2,27.6,135.6,0,6,26567.16142,6712545.363,"£1,431,757 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Building services distribution systems,14.8,6.5,.,0,3,628319.0247,0,"£2,250,930 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Carbon and Energy Management,2.6,74.3,125.4,0,16,7974862.292,14934634.06,"£2,502,934 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Hot water,11.1,3.1,24.5,0,9,122020.9889,532250.0621,"£688,990 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Lighting,3.4,100.6,.,0,10,11746038.72,0,"£3,769,115 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Refrigeration,4.7,126.5,.,0,6,6276875.427,0,"£2,077,904 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Small appliances,16.9,1.9,2.7,0,3,97283.55789,160709.2486,"£308,506 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Space heating,12,22,174,0,14,601.0570436,12285735.14,"£5,466,667 "
Clubs & community centres,"Community, Arts and Leisure",Private,Small,Owned,Passive,Ventilation,9.2,31.9,1.4,0,5,124476.0681,0,"£619,894 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,,.,.,.,0,5,.,., .
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Air conditioning and cooling,16.9,7.5,.,0,4,350697.2128,0,"£458,266 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Building fabric,12.3,14.9,148.1,0,13,4925.03802,3394793.506,"£1,635,305 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Building instrumentation and control,4.2,27.6,135.6,0,8,52865.52105,4965368.645,"£1,123,407 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Building services distribution systems,14.8,6.5,.,0,1,123772.2218,0,"£259,988 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Carbon and Energy Management,2.6,74.3,125.4,0,9,658236.5565,2153168.008,"£323,690 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Hot water,11.1,3.1,24.5,0,7,18665.62244,941524.7291,"£231,754 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Lighting,3.4,100.6,.,0,10,3088854.825,0,"£1,044,731 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Refrigeration,4.7,126.5,.,0,4,194710.6544,0,"£146,504 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Small appliances,16.9,1.9,2.7,0,1,13309.57621,48405.85214,"£42,645 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Space heating,12,22,174,0,14,0,7617635.534,"£3,064,723 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Active,Ventilation,9.2,31.9,1.4,0,13,1054692.425,60332.76509,"£1,784,084 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,,.,.,.,0,2,.,., .
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Building fabric,12.3,14.9,148.1,0,2,0,240847.6919,"£397,577 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Building instrumentation and control,4.2,27.6,135.6,0,6,0,2065945.145,"£443,569 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Building services distribution systems,14.8,6.5,.,0,1,92816.41364,0,"£131,024 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Carbon and Energy Management,2.6,74.3,125.4,0,7,601968.5486,1136990.216,"£522,949 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Hot water,11.1,3.1,24.5,0,4,0,599111.0878,"£215,629 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Lighting,3.4,100.6,.,0,6,2190125.139,0,"£740,820 "
Clubs & community centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Small appliances,16.9,1.9,2.7,0,1,0,11587.95343,"£51,235 "
